Individu;Edat;Sexe
63018;23;Dona
63019;23;Home
63020;23;Home
63021;23;Dona
63022;23;Home
63023;23;Home
63024;23;Dona
63025;23;Home
63026;23;Home
63027;23;Dona
63028;23;Dona
63029;40;Home
63030;54;Home
63031;55;Home
63032;53;Dona
63033;47;Dona
63034;52;Home
63035;23;Dona
63036;23;Dona
63037;23;Dona
63038;23;Home
63039;23;Dona
63040;23;Home
63041;23;Dona
63042;23;Dona
63043;23;Dona
63044;23;Dona
63045;23;Dona
63046;23;Dona
63047;23;Dona
63048;59;Home
63049;23;Home
63050;23;Dona
63051;23;Home
63052;23;Home
63053;23;Dona
63054;23;Dona
63055;23;Dona
63056;23;Dona
63057;23;Dona
63058;23;Home
63059;23;Dona
63060;23;Home
63061;23;Home
63062;23;Home
63063;23;Home
63064;23;Dona
63065;23;Home
63066;23;Home
63067;23;Home
63068;23;Home
63069;23;Dona
63070;23;Dona
63071;23;Dona
63072;23;Dona
63073;23;Home
63074;23;Dona
63075;23;Home
63076;23;Home
63077;53;Home
63078;23;Dona
63079;23;Home
63080;23;Home
63081;23;Dona
63082;23;Dona
63083;23;Dona
63084;46;Dona
63085;23;Home
63086;23;Home
63087;49;Dona
63088;27;Dona
63089;61;Home
63090;60;Dona
63091;31;Home
63092;23;Home
63093;23;Dona
63094;23;Home
63095;23;Home
63096;23;Home
63097;49;Home
63098;62;Dona
63099;26;Dona
63100;59;Home
63101;54;Dona
63102;27;Dona
63103;93;Dona
63104;23;Home
63105;23;Home
63106;23;Dona
63107;23;Home
63108;23;Dona
63109;23;Home
63110;23;Home
63111;23;Dona
63112;23;Home
63113;23;Dona
63114;45;Home
63115;23;Dona
63116;23;Home
63117;23;Dona
63118;23;Home
63119;23;Dona
63120;23;Home
63121;55;Dona
63122;23;Home
63123;23;Dona
63124;23;Dona
63125;23;Dona
63126;23;Home
63127;47;Dona
63128;23;Home
63129;23;Home
63130;23;Dona
63131;23;Dona
63132;23;Home
63133;23;Dona
63134;23;Home
63135;50;Home
63136;23;Dona
63137;43;Home
63138;23;Home
63139;23;Home
63140;23;Dona
63141;23;Dona
63142;65;Dona
63143;43;Dona
63144;23;Home
63145;23;Dona
63146;23;Dona
63147;23;Home
63148;23;Dona
63149;42;Home
63150;44;Dona
63151;28;Dona
63152;23;Home
63153;23;Dona
63154;23;Dona
63155;23;Dona
63156;23;Home
63157;23;Home
63158;23;Dona
63159;23;Home
63160;23;Home
63161;23;Dona
63162;23;Home
63163;23;Home
63164;23;Dona
63165;23;Dona
63166;23;Home
63167;23;Dona
63168;23;Home
63169;23;Home
63170;23;Home
63171;23;Home
63172;23;Home
63173;23;Home
63174;23;Dona
63175;23;Dona
63176;23;Home
63177;23;Home
63178;23;Home
63179;23;Home
63180;23;Home
63181;23;Home
63182;23;Dona
63183;23;Home
63184;23;Home
63185;23;Dona
63186;23;Home
63187;23;Home
63188;58;Home
63189;23;Dona
63190;23;Home
63191;23;Home
63192;23;Home
63193;23;Dona
63194;23;Dona
63195;23;Dona
63196;23;Home
63197;23;Home
63198;23;Home
63199;23;Home
63200;23;Home
63201;23;Home
63202;23;Home
63203;46;Dona
63204;26;Dona
63205;23;Dona
63206;23;Home
63207;23;Home
63208;23;Dona
63209;54;Home
63210;49;Dona
63211;75;Dona
63212;90;Home
63213;48;Home
63214;37;Dona
63215;51;Home
63216;61;Dona
63217;39;Dona
63218;82;Dona
63219;53;Home
63220;65;Dona
63221;32;Dona
63222;54;Dona
63223;28;Dona
63224;25;Dona
63225;51;Home
63226;50;Dona
63227;63;Home
63228;65;Dona
63229;31;Dona
63230;27;Dona
63231;50;Dona
63232;85;Home
63233;55;Dona
63234;33;Dona
63235;46;Home
63236;23;Dona
63237;23;Home
63238;23;Home
63239;23;Dona
63240;23;Dona
63241;23;Dona
63242;23;Home
63243;23;Home
63244;23;Dona
63245;23;Dona
63246;23;Home
63247;64;Home
63248;69;Dona
63249;57;Home
63250;54;Dona
63251;23;Dona
63252;62;Home
63253;36;Home
63254;23;Dona
63255;52;Home
63256;46;Home
63257;52;Home
63258;52;Dona
63259;63;Home
63260;51;Home
63261;50;Dona
63262;65;Home
63263;78;Home
63264;76;Dona
63265;63;Home
63266;47;Home
63267;51;Home
63268;50;Home
63269;47;Dona
63270;24;Home
63271;47;Dona
63272;70;Dona
63273;52;Dona
63274;51;Dona
63275;23;Dona
63276;56;Home
63277;23;Home
63278;23;Home
63279;34;Home
63280;23;Home
63281;23;Home
63282;23;Dona
63283;23;Home
63284;23;Home
63285;23;Dona
63286;23;Home
63287;23;Home
63288;50;Home
63289;23;Dona
63290;23;Dona
63291;23;Dona
63292;23;Home
63293;23;Dona
63294;23;Home
63295;23;Dona
63296;23;Home
63297;23;Dona
63298;23;Dona
63299;23;Dona
63300;23;Dona
63301;23;Home
63302;23;Home
63303;23;Dona
63304;23;Dona
63305;23;Dona
63306;23;Dona
63307;23;Dona
63308;23;Dona
63309;23;Dona
63310;23;Home
63311;23;Dona
63312;23;Home
63313;23;Dona
63314;23;Dona
63315;55;Dona
63316;23;Home
63317;23;Home
63318;23;Dona
63319;23;Home
63320;23;Dona
63321;23;Home
63322;59;Home
63323;23;Home
63324;23;Dona
63325;23;Dona
63326;23;Home
63327;23;Home
63328;23;Home
63329;23;Home
63330;23;Home
63331;23;Dona
63332;23;Dona
63333;23;Home
63334;23;Dona
63335;23;Dona
63336;23;Home
63337;23;Home
63338;23;Home
63339;23;Home
63340;23;Dona
63341;23;Home
63342;23;Home
63343;23;Home
63344;23;Dona
63345;23;Dona
63346;78;Dona
63347;23;Home
63348;23;Dona
63349;23;Home
63350;23;Home
63351;23;Home
63352;23;Home
63353;23;Dona
63354;23;Dona
63355;23;Dona
63356;23;Home
63357;23;Dona
63358;51;Home
63359;23;Dona
63360;23;Dona
63361;23;Home
63362;23;Home
63363;23;Home
63364;23;Dona
63365;23;Home
63366;23;Home
63367;23;Home
63368;23;Dona
63369;23;Dona
63370;23;Home
63371;23;Dona
63372;23;Home
63373;23;Home
63374;23;Home
63375;23;Dona
63376;23;Home
63377;23;Home
63378;23;Dona
63379;23;Dona
63380;23;Home
63381;23;Home
63382;23;Home
63383;23;Dona
63384;23;Dona
63385;23;Dona
63386;23;Dona
63387;23;Dona
63388;23;Dona
63389;46;Home
63390;23;Home
63391;23;Home
63392;23;Home
63393;23;Dona
63394;23;Home
63395;23;Dona
63396;23;Home
63397;23;Home
63398;23;Dona
63399;23;Home
63400;23;Dona
63401;23;Home
63402;23;Dona
63403;23;Home
63404;23;Dona
63405;23;Home
63406;23;Dona
63407;23;Home
63408;23;Home
63409;23;Home
63410;23;Home
63411;23;Home
63412;23;Dona
63413;23;Home
63414;23;Dona
63415;23;Home
63416;23;Home
63417;23;Dona
63418;23;Home
63419;57;Home
63420;23;Home
63421;23;Home
63422;23;Home
63423;23;Home
63424;23;Home
63425;23;Home
63426;23;Home
63427;23;Dona
63428;23;Dona
63429;23;Dona
63430;23;Home
63431;23;Home
63432;23;Home
63433;23;Dona
63434;23;Dona
63435;23;Home
63436;23;Dona
63437;23;Dona
63438;23;Dona
63439;23;Home
63440;23;Dona
63441;66;Home
63442;23;Home
63443;63;Dona
63444;23;Dona
63445;23;Dona
63446;23;Dona
63447;23;Home
63448;23;Dona
63449;23;Home
63450;23;Home
63451;23;Dona
63452;23;Home
63453;23;Home
63454;23;Home
63455;23;Home
63456;23;Home
63457;23;Home
63458;23;Dona
63459;25;Home
63460;23;Home
63461;23;Home
63462;23;Dona
63463;23;Home
63464;23;Dona
63465;23;Home
63466;23;Home
63467;51;Dona
63468;23;Home
63469;23;Dona
63470;23;Dona
63471;23;Home
63472;23;Home
63473;23;Dona
63474;23;Dona
63475;23;Dona
63476;23;Home
63477;23;Home
63478;23;Home
63479;23;Dona
63480;23;Dona
63481;23;Dona
63482;23;Home
63483;23;Dona
63484;23;Dona
63485;23;Home
63486;23;Home
63487;23;Home
63488;23;Home
63489;23;Home
63490;23;Home
63491;23;Home
63492;23;Home
63493;23;Home
63494;23;Home
63495;23;Dona
63496;23;Home
63497;23;Dona
63498;23;Dona
63499;23;Home
63500;23;Dona
63501;23;Home
63502;23;Home
63503;23;Home
63504;23;Home
63505;68;Dona
63506;37;Dona
63507;56;Home
63508;63;Home
63509;36;Home
63510;56;Dona
63511;28;Home
63512;54;Home
63513;45;Dona
63514;55;Home
63515;48;Dona
63516;46;Dona
63517;48;Home
63518;74;Home
63519;44;Dona
63520;54;Dona
63521;33;Home
63522;26;Home
63523;59;Dona
63524;41;Dona
63525;37;Home
63526;32;Home
63527;39;Home
63528;46;Home
63529;46;Dona
63530;42;Home
63531;50;Home
63532;23;Dona
63533;42;Dona
63534;53;Home
63535;48;Dona
63536;46;Dona
63537;49;Home
63538;59;Home
63539;45;Dona
63540;84;Dona
63541;62;Home
63542;71;Home
63543;46;Home
63544;67;Home
63545;66;Dona
63546;43;Home
63547;40;Dona
63548;37;Home
63549;28;Dona
63550;53;Dona
63551;51;Dona
63552;66;Home
63553;23;Dona
63554;68;Home
63555;63;Dona
63556;39;Home
63557;36;Dona
63558;41;Dona
63559;23;Home
63560;49;Home
63561;47;Home
63562;63;Home
63563;52;Home
63564;23;Dona
63565;59;Home
63566;23;Home
63567;23;Home
63568;51;Home
63569;63;Home
63570;45;Home
63571;43;Dona
63572;51;Home
63573;56;Home
63574;24;Home
63575;27;Home
63576;26;Home
63577;23;Home
63578;23;Dona
63579;23;Dona
63580;53;Dona
63581;51;Dona
63582;25;Dona
63583;58;Home
63584;52;Dona
63585;23;Dona
63586;23;Dona
63587;23;Dona
63588;23;Home
63589;23;Dona
63590;23;Dona
63591;23;Dona
63592;23;Home
63593;56;Home
63594;58;Dona
63595;23;Dona
63596;62;Home
63597;87;Home
63598;78;Dona
63599;23;Home
63600;23;Dona
63601;23;Dona
63602;23;Home
63603;23;Dona
63604;23;Home
63605;23;Home
63606;23;Home
63607;23;Home
63608;23;Dona
63609;23;Home
63610;23;Dona
63611;23;Dona
63612;23;Home
63613;23;Home
63614;23;Dona
63615;23;Dona
63616;23;Home
63617;23;Home
63618;23;Home
63619;23;Dona
63620;23;Dona
63621;23;Dona
63622;57;Home
63623;23;Dona
63624;59;Home
63625;56;Dona
63626;39;Home
63627;36;Home
63628;27;Home
63629;23;Home
63630;23;Home
63631;23;Dona
63632;23;Home
63633;63;Home
63634;23;Home
63635;23;Dona
63636;23;Dona
63637;23;Dona
63638;23;Home
63639;23;Dona
63640;23;Dona
63641;23;Dona
63642;23;Home
63643;51;Home
63644;58;Home
63645;56;Dona
63646;40;Dona
63647;23;Home
63648;23;Dona
63649;23;Home
63650;47;Home
63651;49;Home
63652;23;Home
63653;23;Home
63654;40;Dona
63655;23;Dona
63656;22;Dona
63657;53;Dona
63658;62;Home
63659;58;Dona
63660;40;Home
63661;36;Home
63662;23;Home
63663;23;Home
63664;23;Dona
63665;23;Home
63666;23;Dona
63667;23;Dona
63668;23;Dona
63669;23;Dona
63670;23;Home
63671;54;Home
63672;23;Home
63673;50;Dona
63674;23;Home
63675;23;Dona
63676;23;Home
63677;22;Home
63678;22;Home
63679;23;Dona
63680;23;Dona
63681;23;Home
63682;22;Dona
63683;23;Dona
63684;22;Dona
63685;22;Dona
63686;22;Home
63687;45;Home
63688;81;Dona
63689;64;Home
63690;59;Dona
63691;26;Dona
63692;50;Home
63693;47;Dona
63694;62;Dona
63695;39;Home
63696;47;Dona
63697;49;Home
63698;23;Dona
63699;52;Home
63700;51;Dona
63701;48;Home
63702;22;Dona
63703;23;Home
63704;47;Dona
63705;22;Home
63706;23;Dona
63707;23;Dona
63708;23;Dona
63709;23;Dona
63710;23;Home
63711;23;Home
63712;23;Home
63713;23;Dona
63714;65;Home
63715;58;Dona
63716;24;Dona
63717;47;Home
63718;59;Dona
63719;34;Home
63720;28;Dona
63721;57;Home
63722;22;Dona
63723;23;Home
63724;22;Home
63725;51;Home
63726;69;Home
63727;66;Dona
63728;42;Dona
63729;36;Home
63730;51;Home
63731;59;Dona
63732;24;Dona
63733;51;Home
63734;59;Home
63735;56;Dona
63736;34;Dona
63737;33;Dona
63738;31;Dona
63739;27;Home
63740;24;Home
63741;22;Home
63742;62;Dona
63743;52;Dona
63744;57;Home
63745;56;Dona
63746;22;Dona
63747;23;Dona
63748;49;Home
63749;47;Dona
63750;23;Dona
63751;23;Dona
63752;23;Home
63753;23;Dona
63754;23;Home
63755;22;Dona
63756;70;Dona
63757;22;Home
63758;22;Home
63759;22;Home
63760;22;Dona
63761;22;Dona
63762;22;Home
63763;22;Dona
63764;22;Home
63765;22;Dona
63766;23;Dona
63767;22;Home
63768;23;Dona
63769;22;Dona
63770;22;Dona
63771;22;Home
63772;22;Home
63773;22;Home
63774;22;Home
63775;22;Dona
63776;22;Dona
63777;22;Dona
63778;22;Home
63779;22;Dona
63780;22;Home
63781;22;Dona
63782;22;Dona
63783;22;Home
63784;22;Home
63785;22;Dona
63786;22;Home
63787;22;Home
63788;22;Dona
63789;22;Dona
63790;22;Home
63791;22;Home
63792;22;Home
63793;22;Home
63794;22;Dona
63795;22;Dona
63796;22;Home
63797;22;Dona
63798;22;Home
63799;22;Home
63800;22;Dona
63801;22;Home
63802;22;Home
63803;22;Home
63804;22;Dona
63805;22;Home
63806;22;Dona
63807;49;Dona
63808;27;Home
63809;23;Home
63810;22;Dona
63811;23;Dona
63812;22;Home
63813;46;Dona
63814;43;Dona
63815;22;Dona
63816;48;Home
63817;48;Dona
63818;50;Home
63819;48;Home
63820;46;Dona
63821;38;Dona
63822;34;Dona
63823;22;Home
63824;22;Dona
63825;22;Home
63826;22;Dona
63827;22;Home
63828;22;Dona
63829;22;Home
63830;22;Home
63831;22;Dona
63832;22;Dona
63833;22;Home
63834;47;Dona
63835;24;Home
63836;22;Home
63837;22;Home
63838;22;Dona
63839;22;Home
63840;22;Home
63841;22;Dona
63842;22;Home
63843;22;Dona
63844;22;Home
63845;22;Home
63846;22;Home
63847;22;Home
63848;22;Dona
63849;22;Dona
63850;22;Home
63851;22;Dona
63852;22;Dona
63853;22;Home
63854;22;Dona
63855;22;Dona
63856;22;Home
63857;22;Dona
63858;22;Dona
63859;22;Dona
63860;22;Dona
63861;22;Home
63862;22;Home
63863;36;Dona
63864;47;Home
63865;43;Dona
63866;51;Dona
63867;22;Dona
63868;22;Home
63869;22;Home
63870;59;Dona
63871;58;Home
63872;67;Dona
63873;55;Dona
63874;23;Home
63875;23;Dona
63876;23;Home
63877;23;Home
63878;23;Home
63879;23;Home
63880;23;Home
63881;46;Dona
63882;24;Dona
63883;22;Home
63884;23;Home
63885;23;Home
63886;23;Dona
63887;23;Home
63888;47;Home
63889;46;Dona
63890;57;Home
63891;69;Dona
63892;37;Home
63893;57;Dona
63894;55;Home
63895;29;Home
63896;52;Dona
63897;23;Dona
63898;46;Home
63899;29;Home
63900;26;Dona
63901;22;Dona
63902;46;Home
63903;64;Home
63904;57;Dona
63905;82;Dona
63906;23;Home
63907;59;Home
63908;54;Dona
63909;60;Home
63910;58;Dona
63911;38;Dona
63912;33;Home
63913;23;Home
63914;64;Home
63915;59;Dona
63916;22;Home
63917;22;Dona
63918;49;Dona
63919;33;Dona
63920;50;Dona
63921;22;Home
63922;22;Dona
63923;22;Home
63924;22;Dona
63925;22;Dona
63926;22;Home
63927;22;Home
63928;22;Home
63929;22;Dona
63930;22;Home
63931;22;Home
63932;22;Dona
63933;22;Home
63934;22;Dona
63935;22;Dona
63936;22;Home
63937;22;Dona
63938;22;Dona
63939;22;Dona
63940;22;Home
63941;22;Home
63942;22;Dona
63943;22;Dona
63944;22;Home
63945;22;Dona
63946;22;Dona
63947;22;Dona
63948;22;Home
63949;22;Home
63950;22;Dona
63951;22;Dona
63952;22;Dona
63953;22;Dona
63954;22;Dona
63955;22;Dona
63956;22;Dona
63957;22;Dona
63958;22;Home
63959;22;Home
63960;22;Dona
63961;22;Dona
63962;85;Dona
63963;69;Dona
63964;60;Home
63965;22;Home
63966;47;Home
63967;22;Home
63968;22;Dona
63969;53;Home
63970;25;Home
63971;22;Home
63972;22;Home
63973;22;Home
63974;41;Home
63975;49;Dona
63976;63;Home
63977;22;Dona
63978;23;Home
63979;23;Home
63980;22;Home
63981;22;Home
63982;56;Home
63983;50;Dona
63984;32;Dona
63985;22;Dona
63986;48;Dona
63987;26;Dona
63988;23;Home
63989;50;Home
63990;63;Home
63991;54;Dona
63992;25;Dona
63993;68;Dona
63994;39;Dona
63995;33;Dona
63996;61;Home
63997;61;Dona
63998;36;Home
63999;33;Home
64000;22;Home
64001;70;Home
64002;52;Home
64003;50;Dona
64004;23;Dona
64005;24;Dona
64006;52;Home
64007;64;Home
64008;61;Dona
64009;28;Dona
64010;52;Home
64011;61;Home
64012;57;Home
64013;22;Home
64014;22;Home
64015;22;Home
64016;22;Home
64017;22;Home
64018;22;Dona
64019;22;Dona
64020;22;Home
64021;22;Home
64022;22;Home
64023;22;Dona
64024;22;Home
64025;23;Dona
64026;22;Dona
64027;22;Dona
64028;22;Home
64029;22;Dona
64030;22;Dona
64031;22;Dona
64032;22;Dona
64033;22;Home
64034;22;Home
64035;22;Home
64036;22;Home
64037;22;Home
64038;22;Home
64039;22;Home
64040;22;Home
64041;22;Home
64042;22;Dona
64043;22;Dona
64044;22;Dona
64045;22;Home
64046;22;Dona
64047;22;Home
64048;22;Dona
64049;22;Dona
64050;22;Home
64051;22;Home
64052;22;Home
64053;22;Dona
64054;26;Dona
64055;24;Home
64056;83;Home
64057;56;Home
64058;53;Dona
64059;22;Home
64060;22;Dona
64061;22;Dona
64062;22;Home
64063;22;Dona
64064;58;Home
64065;22;Dona
64066;22;Home
64067;22;Dona
64068;22;Home
64069;22;Home
64070;22;Dona
64071;22;Dona
64072;22;Home
64073;22;Home
64074;22;Home
64075;22;Home
64076;22;Dona
64077;22;Dona
64078;22;Home
64079;22;Home
64080;22;Home
64081;22;Dona
64082;22;Dona
64083;22;Home
64084;22;Dona
64085;22;Dona
64086;22;Dona
64087;51;Home
64088;40;Dona
64089;23;Dona
64090;65;Home
64091;41;Dona
64092;22;Dona
64093;63;Dona
64094;48;Home
64095;52;Home
64096;44;Home
64097;39;Home
64098;42;Home
64099;79;Home
64100;82;Dona
64101;44;Home
64102;74;Home
64103;70;Dona
64104;37;Dona
64105;45;Dona
64106;49;Home
64107;84;Dona
64108;53;Home
64109;65;Home
64110;90;Dona
64111;88;Home
64112;50;Dona
64113;53;Dona
64114;24;Dona
64115;54;Home
64116;22;Home
64117;48;Home
64118;22;Dona
64119;23;Home
64120;22;Home
64121;22;Home
64122;22;Home
64123;22;Dona
64124;22;Dona
64125;22;Dona
64126;71;Dona
64127;22;Dona
64128;23;Dona
64129;22;Dona
64130;51;Dona
64131;55;Home
64132;56;Dona
64133;29;Home
64134;22;Home
64135;55;Home
64136;22;Home
64137;48;Home
64138;22;Home
64139;22;Home
64140;22;Dona
64141;50;Home
64142;55;Home
64143;95;Home
64144;44;Dona
64145;47;Dona
64146;22;Home
64147;48;Home
64148;45;Dona
64149;22;Dona
64150;22;Home
64151;22;Dona
64152;22;Dona
64153;22;Dona
64154;22;Home
64155;56;Dona
64156;34;Home
64157;22;Home
64158;22;Dona
64159;40;Dona
64160;50;Home
64161;48;Dona
64162;56;Dona
64163;22;Home
64164;48;Home
64165;55;Dona
64166;22;Dona
64167;61;Dona
64168;49;Dona
64169;48;Home
64170;57;Home
64171;56;Dona
64172;29;Home
64173;58;Home
64174;24;Home
64175;22;Home
64176;52;Home
64177;55;Home
64178;54;Dona
64179;31;Dona
64180;56;Dona
64181;27;Home
64182;22;Home
64183;61;Home
64184;59;Dona
64185;31;Dona
64186;25;Dona
64187;22;Dona
64188;22;Dona
64189;47;Dona
64190;22;Dona
64191;47;Home
64192;48;Home
64193;49;Dona
64194;29;Home
64195;25;Home
64196;22;Dona
64197;22;Dona
64198;22;Dona
64199;22;Home
64200;22;Home
64201;45;Dona
64202;26;Dona
64203;54;Dona
64204;50;Home
64205;47;Home
64206;49;Dona
64207;22;Dona
64208;22;Home
64209;60;Home
64210;61;Dona
64211;46;Dona
64212;48;Dona
64213;29;Home
64214;25;Home
64215;32;Home
64216;22;Home
64217;45;Dona
64218;22;Dona
64219;22;Dona
64220;41;Dona
64221;22;Home
64222;65;Dona
64223;51;Home
64224;58;Dona
64225;70;Home
64226;32;Dona
64227;59;Home
64228;22;Dona
64229;22;Home
64230;47;Home
64231;68;Dona
64232;59;Home
64233;22;Home
64234;22;Home
64235;50;Home
64236;22;Dona
64237;22;Dona
64238;48;Home
64239;54;Dona
64240;22;Home
64241;61;Dona
64242;32;Home
64243;31;Dona
64244;22;Home
64245;22;Dona
64246;53;Dona
64247;54;Dona
64248;68;Home
64249;71;Dona
64250;22;Home
64251;76;Home
64252;51;Home
64253;57;Dona
64254;22;Home
64255;40;Dona
64256;24;Dona
64257;22;Dona
64258;22;Home
64259;22;Dona
64260;22;Dona
64261;51;Dona
64262;49;Home
64263;82;Dona
64264;22;Home
64265;22;Dona
64266;22;Home
64267;22;Dona
64268;66;Home
64269;62;Dona
64270;40;Dona
64271;32;Dona
64272;26;Dona
64273;54;Dona
64274;22;Home
64275;59;Home
64276;51;Dona
64277;31;Home
64278;23;Dona
64279;22;Dona
64280;60;Dona
64281;62;Dona
64282;29;Home
64283;22;Dona
64284;49;Dona
64285;22;Home
64286;22;Dona
64287;22;Dona
64288;22;Dona
64289;22;Home
64290;22;Dona
64291;22;Home
64292;22;Home
64293;22;Home
64294;22;Dona
64295;22;Dona
64296;22;Dona
64297;22;Dona
64298;22;Home
64299;22;Home
64300;22;Home
64301;22;Home
64302;22;Home
64303;22;Dona
64304;22;Dona
64305;22;Dona
64306;22;Dona
64307;22;Home
64308;22;Dona
64309;22;Home
64310;22;Home
64311;22;Dona
64312;22;Dona
64313;22;Home
64314;22;Dona
64315;22;Home
64316;22;Home
64317;22;Dona
64318;22;Dona
64319;22;Dona
64320;22;Home
64321;23;Home
64322;22;Home
64323;22;Home
64324;22;Home
64325;22;Dona
64326;22;Home
64327;22;Dona
64328;22;Home
64329;22;Dona
64330;22;Home
64331;22;Home
64332;22;Home
64333;22;Home
64334;59;Home
64335;57;Dona
64336;22;Home
64337;29;Home
64338;25;Home
64339;22;Home
64340;23;Dona
64341;22;Home
64342;22;Home
64343;22;Dona
64344;22;Home
64345;22;Dona
64346;22;Home
64347;22;Dona
64348;22;Dona
64349;89;Home
64350;22;Home
64351;22;Dona
64352;22;Home
64353;22;Home
64354;22;Home
64355;22;Home
64356;22;Dona
64357;22;Home
64358;22;Home
64359;22;Home
64360;22;Home
64361;22;Dona
64362;22;Home
64363;22;Dona
64364;22;Home
64365;22;Dona
64366;22;Home
64367;22;Home
64368;22;Home
64369;22;Dona
64370;22;Home
64371;22;Home
64372;22;Home
64373;22;Dona
64374;22;Dona
64375;22;Home
64376;22;Home
64377;22;Home
64378;22;Dona
64379;22;Home
64380;22;Dona
64381;22;Dona
64382;22;Home
64383;22;Dona
64384;22;Dona
64385;22;Home
64386;22;Home
64387;22;Home
64388;22;Home
64389;22;Home
64390;22;Home
64391;22;Dona
64392;22;Home
64393;22;Home
64394;22;Dona
64395;22;Home
64396;22;Home
64397;45;Dona
64398;22;Home
64399;22;Home
64400;22;Dona
64401;22;Dona
64402;22;Dona
64403;22;Home
64404;22;Home
64405;22;Home
64406;22;Dona
64407;22;Home
64408;22;Dona
64409;22;Home
64410;22;Home
64411;22;Home
64412;22;Dona
64413;22;Home
64414;22;Home
64415;22;Home
64416;22;Dona
64417;22;Dona
64418;22;Home
64419;22;Home
64420;22;Home
64421;22;Home
64422;22;Home
64423;22;Home
64424;22;Home
64425;22;Dona
64426;22;Home
64427;22;Dona
64428;22;Home
64429;22;Home
64430;22;Dona
64431;22;Dona
64432;22;Home
64433;22;Dona
64434;22;Dona
64435;22;Home
64436;22;Dona
64437;22;Home
64438;22;Home
64439;22;Dona
64440;22;Home
64441;22;Dona
64442;22;Home
64443;22;Dona
64444;22;Dona
64445;22;Dona
64446;22;Home
64447;22;Dona
64448;22;Home
64449;22;Dona
64450;22;Home
64451;22;Home
64452;22;Home
64453;52;Home
64454;23;Dona
64455;43;Home
64456;50;Home
64457;86;Home
64458;47;Home
64459;22;Dona
64460;68;Dona
64461;50;Dona
64462;43;Dona
64463;22;Home
64464;22;Home
64465;22;Dona
64466;22;Dona
64467;22;Home
64468;22;Home
64469;22;Dona
64470;22;Home
64471;22;Home
64472;44;Dona
64473;41;Home
64474;22;Home
64475;22;Home
64476;22;Dona
64477;22;Home
64478;22;Dona
64479;22;Home
64480;22;Dona
64481;22;Home
64482;22;Home
64483;22;Dona
64484;22;Home
64485;22;Dona
64486;22;Dona
64487;22;Home
64488;22;Home
64489;22;Home
64490;22;Home
64491;22;Home
64492;22;Dona
64493;22;Home
64494;22;Home
64495;22;Dona
64496;22;Dona
64497;22;Home
64498;22;Dona
64499;22;Home
64500;22;Home
64501;22;Dona
64502;22;Home
64503;22;Home
64504;22;Home
64505;22;Dona
64506;22;Home
64507;22;Dona
64508;22;Home
64509;22;Home
64510;22;Dona
64511;22;Dona
64512;22;Dona
64513;22;Dona
64514;22;Home
64515;22;Dona
64516;22;Dona
64517;22;Home
64518;22;Dona
64519;22;Dona
64520;22;Dona
64521;22;Dona
64522;22;Dona
64523;22;Home
64524;22;Dona
64525;22;Dona
64526;22;Home
64527;22;Dona
64528;22;Home
64529;22;Dona
64530;22;Home
64531;22;Dona
64532;22;Dona
64533;22;Dona
64534;22;Home
64535;22;Dona
64536;22;Home
64537;22;Dona
64538;22;Home
64539;22;Dona
64540;51;Dona
64541;32;Home
64542;24;Home
64543;23;Home
64544;53;Home
64545;46;Home
64546;46;Home
64547;22;Home
64548;23;Dona
64549;48;Home
64550;22;Dona
64551;53;Dona
64552;43;Dona
64553;32;Home
64554;79;Home
64555;22;Dona
64556;60;Dona
64557;48;Home
64558;77;Home
64559;69;Dona
64560;80;Home
64561;81;Dona
64562;43;Dona
64563;95;Home
64564;22;Dona
64565;48;Home
64566;22;Home
64567;43;Dona
64568;22;Home
64569;22;Home
64570;22;Home
64571;22;Dona
64572;22;Home
64573;45;Home
64574;63;Home
64575;22;Home
64576;67;Home
64577;52;Dona
64578;52;Home
64579;51;Dona
64580;22;Dona
64581;57;Dona
64582;24;Dona
64583;55;Home
64584;22;Dona
64585;49;Dona
64586;67;Home
64587;59;Dona
64588;34;Dona
64589;32;Home
64590;23;Dona
64591;62;Home
64592;53;Dona
64593;59;Home
64594;24;Home
64595;22;Home
64596;58;Home
64597;22;Home
64598;22;Dona
64599;22;Home
64600;48;Home
64601;22;Dona
64602;42;Dona
64603;22;Home
64604;56;Home
64605;53;Dona
64606;22;Dona
64607;22;Dona
64608;70;Home
64609;65;Dona
64610;39;Home
64611;38;Home
64612;34;Dona
64613;57;Home
64614;34;Home
64615;55;Home
64616;53;Dona
64617;27;Dona
64618;23;Home
64619;48;Home
64620;22;Dona
64621;22;Dona
64622;22;Dona
64623;50;Dona
64624;43;Dona
64625;22;Dona
64626;22;Dona
64627;52;Dona
64628;54;Home
64629;51;Dona
64630;71;Home
64631;60;Dona
64632;31;Home
64633;68;Home
64634;53;Home
64635;66;Dona
64636;45;Dona
64637;39;Dona
64638;55;Dona
64639;22;Home
64640;22;Dona
64641;22;Home
64642;67;Home
64643;64;Home
64644;50;Home
64645;51;Dona
64646;22;Home
64647;22;Home
64648;22;Home
64649;78;Dona
64650;58;Home
64651;58;Dona
64652;30;Home
64653;26;Home
64654;47;Home
64655;45;Dona
64656;87;Dona
64657;56;Home
64658;51;Home
64659;51;Dona
64660;50;Dona
64661;44;Home
64662;80;Dona
64663;22;Dona
64664;23;Home
64665;47;Dona
64666;58;Home
64667;22;Home
64668;22;Dona
